"userid","tenureDay","userMessages","moodCategory"
"vU4Q2HOOmJk3nGwo8zdLsLCkAkE=",8,13,"negative"
"85mksIesT6iUpvmKCwnsa9eFSsM=",8,27,"positive"
"BzJ5lpD9NkcUE/U8ONSigqVlfto=",8,30,"positive"
"XSzcT/bIBy885haa3gDfTmUYvIU=",8,18,""
"BoHoNY7/c7dFJLcr/i7UKSutg2I=",8,23,"positive"
"CHeRwZyVUh1r8zr5VQ7g4Wwt1qc=",8,7,""
"c6BCRgYKq2CNf6tnjP7ixUr6V7k=",8,49,"neutral"
"WwD3oBWYKtB/RjDs0FBUmDTCkXc=",8,38,"neutral"
"XIBvpBxN+mOBEkXyLCDFgV4PWKE=",8,17,"negative"
"dPKT1RXRx+/bz3QeeWQq2ykp5sQ=",8,15,"negative"
"ZdmNb7Cps9JHsocJOecnuG7QmO4=",8,24,"negative"
"WmmZ4AFKkiYDKW6Op1w4gqjK9LQ=",8,5,""
"42W4VCkSuKdYXognCrCA5S6/JRs=",8,26,"negative"
"ssr8SrwStDT73a9lqbi5mpLL6FM=",8,26,"positive"
"cv7gl36QYgrmJjjQ7evriV0MTv0=",8,13,"positive"
"yzjPyt+B/UPOIqFqX4hzZ1gKaMg=",8,16,"negative"
"AwBccXh6gXcGt7fsV1cjpeqKrqs=",8,30,"negative"
"MNrWpBftkG5BoCYmitc99uzIv3A=",8,70,"positive"
"M7EGybw81C9gKWJ9096E4ql01eY=",8,30,"neutral"
"wSbe10to4FgocANLmxj/uBKOa20=",8,45,"positive"
"1hRyOUUsK+8jMOk7ztYEbd2KJwo=",8,25,"positive"
"gsyGgdohKTGhGy7eYeAeYwOe+Uk=",8,30,"neutral"
"BvYecRCPyy8bpZhG1F3myQvgnVY=",8,7,"neutral"
"gLya1SUxAv1gBTr1Svma1Ihwal4=",8,5,"positive"
"IAi4zS4oz4VQ9g6+XTVMaACv0GI=",8,7,"negative"
"aS0H7RedktVMfoyi9yfBcAgLMFI=",8,56,"neutral"
"+ag8SPyi59y5OGRPWsp5fQM0EM0=",8,21,"neutral"
"2ay0EbS2RqLU4Q4b74wvTjNrcZU=",8,90,"positive"
"Bb6L4ZQuDcuuzGpISNsViPbVJUI=",8,30,""
"tZlEi14vWj6bMeuloR1M7p3k1F0=",8,81,"negative"
"OBLl8FvTghyTGnG81KKdwy0v6u4=",8,38,"positive"
"cbSZ6eY5LyF/NFEByIoEFC+T9PM=",8,55,"neutral"
"xmSsPz6U+krH+UTsq7CufgE0jpo=",8,30,"negative"
"SqD5cAWSrq7rDfCEgayWm5TZ5Bs=",8,28,"positive"
"DccK5+LrJDBL8EFHR7ewN0rxGKM=",8,22,"neutral"
"xHMKpEIuDKAuLqgULrJrJpOaFG8=",8,31,"neutral"
"J9im3d8uyi6uKhAbHJdSF7UDOS4=",8,45,""
"PlapN10ZnSJMdqX3MBbM4vSRiFQ=",8,21,"negative"
"1SNKxNo2dm/MuRP7HxXGl61lsyw=",8,33,"positive"
"OSLmywLOyGcGBMvOBXVDnSbgNF8=",8,114,"neutral"
"dZZrfE5dhbYkkdpCjA7zPzkEi/A=",8,28,"positive"
"LPqXF7HykG6mb3wiQa9C01pSGJ4=",8,40,"negative"
"1vC64j6GlLulhLUPxhicqwkbo1Q=",8,54,"negative"
"4ajRrQu+RD4vzJFtkA6tKW250cA=",8,35,""
"HiDIKnigNvvSExvQObnTQMhm+B4=",8,143,"positive"
"k1TK5Wut8AiBk29pPMOCg/E1f8c=",8,36,"positive"
"risai28+4qOxfsMOTXy0a23ACCI=",8,28,"negative"
"A14Yjvogs8gTWFkrAr6QYLqzUAQ=",8,24,"positive"
"eI8F5Nhn20fWnbIaY7DYFQAJw0c=",8,72,"negative"
"V/VGRH3y+lwCDypnaRjEMc9OkuE=",8,47,"positive"
"tUpCtKDZhITO3429BipTdW/SKaA=",8,20,"neutral"
"gr4j12h7MvdU1QVYzLIhLBrFAoI=",8,50,""
"p1hs1IQDJCtmxi87xPifaX4oSUE=",8,24,"negative"
"m54XkQCDRUSGIlTDxoeTkqkKWEU=",8,63,"negative"
"PC8Wq0GHR0UMyg6BS1KCK+4GKGI=",8,25,"neutral"
"lAVJy38muFA1qePM96qOvjcSNz4=",8,33,"negative"
"ZJSrXynJL6b20AXIEU8GszoKJ8I=",8,91,"neutral"
"iscv8m3BzzyZa+bjjuAMhnj/huI=",8,17,"negative"
"p0J5YnE78yx3xXrwW/7qDIHoWQQ=",8,6,"neutral"
"Wx4TYY7n2U/xsP4wOcWwh36IX0M=",8,68,"neutral"
"ZB0t5o6eMAqiXyd3tYBi+ynXZqo=",8,72,"positive"
"NVYouFEScHO5NDIJ9DkDpqHjQGk=",8,31,"positive"
"mkUKFW+V2jd6DZDsot8nI4ggeNI=",8,34,"negative"
"ifb7C0RW1q4iIVqSUNTtDBZ81uY=",8,18,"positive"
"5IUAOauSvNFjazkk9jbsuPWS8Kk=",8,54,"negative"
"6IEXifNqaKv1bMIt4zSK67lpdls=",8,14,"negative"
"MBf4y+2zxLMwdiHOduDB2QByYWE=",8,22,"positive"
"DkBOPfZs0ZzFSsd5zeLhA+5ySR4=",8,23,"positive"
"9xcmwTscXHcnnZyiUnu/WDw3Pgo=",8,31,"neutral"
"8r3wtCmup3vQoEfgfzXmJn3QCNc=",8,16,""
"p2YfZBUO3INPkFyOiPNlNi0hAhI=",8,61,"negative"
"oJNNoykyrVd/EhP0tqGTcTAPv90=",8,1,""
"C6ey93nd9Bpf/OzaM+EFwvqOkUk=",8,119,"positive"
"XQmgaxPkiBdHcYVhNNOjQi/NNII=",8,30,"positive"
"5Grkb9xpfY8mFSf5SMammRFWp7k=",8,65,"negative"
"1VPU8YNV4CxEC/Di8AA5l9bOQpg=",8,16,""
"5PHT0fcwNexrnmqVV5u6lKFQAfM=",8,53,"neutral"
"MBRsxn0RKHa1V7539zrqYmA94vA=",8,39,"neutral"
"QbjcPo3FzinCJ6p8KPzFJSEG0is=",8,19,"positive"
"79P94Wv5qPrjwT6TFre5yxfFIeU=",8,23,"negative"
"omCuE6uV7LdSm1UXDBeDBla+wfA=",8,19,""
"eCJ9SFbiPVGNuCBTk6Up0h1XMrU=",8,22,"positive"
"ESaYvLTq+zl1UbAqVK2Uo/2Qyu4=",8,25,"negative"
"0UCmNhXtOa5iNqs1xEl5vtuWQGw=",8,63,"negative"
"EKnLyyc6IDPdm4RHk3pwsnLb+H8=",8,20,"positive"
"t+IBvmQcppacsL3eJXLVd062uPM=",8,35,""
"IEYX+dQJOintc4YdafPJYJU4nuI=",8,23,"positive"
"F0mZscPqzUQuJ03npPBc3QcquTM=",8,2,""
"bFurB1RFSdACKGgcOOKgcZGCWTY=",8,35,""
"zu7OLW2SRC7eEvF1+bkrwQTt3JU=",8,26,"positive"
"YLmYBbGaAQ0+7oGGk/hJW7Ib6Ds=",8,1,""
"QiMmF5cLSiW2WyXctsqcmtetrq8=",8,33,"positive"
"iskJ3L+lMNV3F0Zz5BB/jJXq0QE=",8,47,"positive"
"7OCCihD0UQMubwsNGvEBHkVD7Og=",8,1,""
"Dv5yreiQARroJ4vvbPcOOyAZMiY=",8,1,""
"ZP9a2q/3+oG+ZxJ1H8bvQ/d2IlQ=",8,36,""
"Aj6U6BJtTn+omMUMRiTOYeQlzEU=",8,23,"neutral"
"8fwq+yZzKyGpwALTTaXr0RJnUpk=",8,13,""
"Tez86xfOTYmNpogbOkmc/Aa1XmE=",8,24,"neutral"
"D0/G0HFwMJkLBsWF8nbGWGT3W5M=",8,22,"neutral"
"zT4h21iU/mdHsDm2MFlkGNla/8I=",8,21,"positive"
"qfeCVwY3QVyXNHgwJxSYUPbCdyM=",8,56,"negative"
"5Gt+Cmh/QvvPhuDcIExFQTDnXog=",8,33,"positive"
"qVyzInBHD+KDwYneOtRGUIjT17o=",8,16,""
"8c4B9cx2WNgdH7Ulx5T+l+dCfs8=",8,52,""
"6avanWu51NiGwvnz+Aoq6NqRbkc=",8,7,""
"M1CrSdyAkOxkaI3WRRWZ9W66L64=",8,6,""
"fh1qwya6kaP/4bqYpp9f6aglcfM=",8,31,"positive"
"sp/aFS7h/dXm9ljVNSNIrxc5yMc=",8,3,""
"S2XgRq/CpgT82iSSCdsnDAyJg20=",8,23,"neutral"
"1qD/vC3VIvshymlfppMXeXatCRo=",8,56,"positive"
"grJH0HthknbE7jSKKBaPNQEdHqI=",8,29,"neutral"
"hE6MawLoLBO9IZ6zg0Cfjr43hMM=",8,48,"positive"
"bFqyGfSROVXfbRa9Vm9qP2r1h98=",8,32,"positive"
"10NMxigV357rrpf+mkAd8GvcRzM=",8,8,"neutral"
"dcSTWPc7BDAxP4DYANXOQXlZpnI=",8,9,""
"DD4f/rboDyca+ASt9jHiA7igcko=",8,25,"positive"
"yt1CE1vWBbbZUhKyWbyGYIwvCVs=",8,21,"neutral"
"0L2ElZYavmMJfJSmvcTU7S/SuYY=",8,29,"negative"
"M6v7wVaEHptyS8lfdCI1erq5CyE=",8,30,"neutral"
"n7fNFtXPdpnkEyWPINnFcW1pudo=",8,22,"positive"
"TI75UB+fX4AXqsl1pSu4/MN097k=",8,2,""
"i5okIvikyhbinRVWllBMgB0m3vg=",8,124,"positive"
"zeEVOxkyBqxQ16zTGD1tRduWTVk=",8,25,"positive"
"Jry3lSYC8ATocmH6QceLG2mN8Xk=",8,30,"neutral"
"wKSDVX4uEz9Vyy+V3LEr/+1RCWc=",8,42,""
"iRir6voE9hVfoOHXdir9Z2Mjej8=",8,63,"negative"
"aNlLM36bYCi30W1pRlkvMZQzJkk=",8,26,""
"s4O9e8aWKF8ExGxY6KrWwZjS4P0=",8,30,"positive"
"Ek0QKPEsTkeQLp1b382sKY8s7gU=",8,30,"neutral"
"2qjCzIsTeyFxOWd6DonCF9yEM6I=",8,28,"positive"
"lITPh/u1MWtAMb8+5lwQFT9YZ1s=",8,13,"positive"
"5HVDl9aHZDkGxQzg2bwT/0aa0eA=",8,22,"negative"
"GrFnetk2AMwHbw4IZyfdAwOfXeU=",8,35,"positive"
"uBKnXEOiilzkOGbwpi9aY+XXMVo=",8,1,""
"bIVn8HiR0Vt7kNDlTQPcbkqUShc=",8,24,"positive"
"6OwbCGA8LW501fJrNo0kYD81VSI=",8,30,"positive"
"g5lv7xO4GO1T5uH/ww3yGOhL92E=",8,22,"positive"
"M0yEkoaBzFcWYHTUYpYQvmMto2Y=",8,62,"negative"
"hEEwz62RCnD9RjBELlI6JhTLq58=",8,33,"positive"
"TMMlOHRggZZGVFoToRd8SUsGHkM=",8,32,"positive"
"cKGdts4CeS3nyyN7Ce0TIZ3gpU8=",8,21,"positive"
"OQnvu1KvZyzez/5MyVXWbqL7el4=",8,50,"positive"
"ZjExOOYlTN1cBulCv5+dYswvPEE=",8,9,"neutral"
"rLKsSfPvMrJnrwGCskGiB7S/bYc=",8,20,"positive"
"viQlDlfzn/9XQLuQui4ljbqX69A=",8,5,""
"PIDRGcakQ/188Em0vwznOCxa7dM=",8,28,"negative"
"anaX03UK/SouZHWduGPX1+jynww=",8,55,"positive"
"1QKInF49ca/uvtVVBmk+wKlAkwA=",8,85,"positive"
"L8wOt+fuGpOXjtQEWzdK6FKqKgA=",8,29,"neutral"
"lSYyBjKwYwPWgc0WADhh0/QYOcA=",8,33,""
"ec2BJvGzwcMNILmo2UVGMQiNO0k=",8,9,"positive"
"pjPFEAeo55lWfL3qa5oHnhBB4Ew=",8,7,"neutral"
"Q5PATAce1FNLDFLUtQXq4CxZixg=",8,35,"positive"
"ho+sbCnRIXjUqHaaDuSENJ4LXD4=",8,41,"positive"
"OypnwEyHTop9u1OPgVn4DvLw/54=",8,19,"positive"
"mieuIizHq8j53A7CDzswiWHlFik=",8,25,"neutral"
"RBiSSrqmxeQfpCFunhrfys4/FNM=",8,44,"negative"
"sSNmLPMzbaRs1YMU5gImAzmDYd4=",8,27,"negative"
"v+7h7BGFV6HkhoetJN1GQt5Z7f8=",8,77,"neutral"
"tgfuGZi6c407xTs8R/Cntn1vG7s=",8,27,"negative"
"bfu1u6dsq3SVhAVmp77enDmGPv0=",8,37,"negative"
"XfxVNIx+y+WEPbQA+6jSEy5PgRo=",8,21,"neutral"
"hoDc0/BDeT7hnvlIJZTZ7KRwASE=",8,29,"negative"
"MYlCSyyaJFdLuuDb+4iHWVonQeI=",8,23,"neutral"
"LV0GnoXI6Dy8t+vq+TNXTquFbfY=",8,86,"positive"
"u8F4LGv8fB6evR4ceehFHa1Bw+E=",8,28,""
"HG/08nTBzpCXS+7usR/bQJ15+YA=",8,4,""
"FeGs8P7jo/pjgMuM/ZxkppL3/+c=",8,53,""
"cZM4n7KAO7jLg3/Ln08t0p0EsOs=",8,40,"positive"
"s9fN6b7iEzY1FOXs7ENns82/l4A=",8,22,"positive"
"HPcRTeG7nw3r1NNqTW8pZ7JhAx4=",8,56,"negative"
"mxVNTnr5t+Um9U8pew8LScp0J6I=",8,19,"positive"
"Pm0T+cyGgKUQcU8qswZOiUuKphc=",8,115,"positive"
"wBHNuqj20AmeGn24xECEkJ25FlM=",8,24,""
"OBHMP+jOphEc5ZvTDytjXKak/90=",8,39,"neutral"
"HDOuud1HVvWUPSTPjpD/aYY8Zpo=",8,45,"negative"
"mtiTYzwfJRb9QFJ+5O4wHG06gq0=",8,5,""
"Vkg9R+ATlCIPLs8vl1dJfwf37qc=",8,27,"neutral"
"LAMDUANU13f+vqA4tsbFApjjWbY=",8,5,"positive"
"dQNVRUKoBXrc+yoKnI5yUqdJq5M=",8,17,"negative"
"+huvb2xBkqqS4ptEivSg3Zy3Pw8=",8,36,"positive"
"p6oW3VI/PfpQQBV/moHrsuD01LU=",8,4,"neutral"
"e86/0CrhEcjBI4XFOFVYmVbXTcQ=",8,32,"neutral"
"6MgWNGjvkfpNOLt4is+7kAl1gPA=",8,18,"positive"
"1UUuzWmUEfp9yqJ2CEcFHYqUtr0=",8,26,"neutral"
"pE6MIODa3jZy6dqg/6iTqM7G3IE=",8,23,"positive"
"IqNpUv4+xv8ojVinKFc0F2JzeFI=",8,53,"positive"
"hDS5h+504Qd3j4TsDHEiIwksXvs=",8,10,""
"tgFlREexV7zCU8MNvRXSI6L07Rw=",8,23,"negative"
"8lHisBsjMlZf9tYetqCHwNqHUvw=",8,25,"positive"
"kO5FM0FphbLW3pQ8A/5tadjRJ0k=",8,43,"negative"
"BLDduLAhP+MyRwo2HQLda9WaR7g=",8,66,"negative"
"knUKju2ogQmBoHfMITCbLOw0jrI=",8,30,"neutral"
"oGkKG5xtcOV7JpPKRPf3ExqHoRs=",8,94,"positive"
"Mi3F+dgSdbRQGBWyNne8BRo5hwc=",8,46,"negative"
"5cr2SkAVjTyHCk8Ox8MrVZyk32U=",8,23,"positive"
"Lvtz719X44kjRIGLKWLzPeOnPZ8=",8,24,"positive"
"9lcn7gaqtvuF5WETYDFp3YyucBI=",8,31,"positive"
"Z+ziW2G8xU3hlxmjJlVzRXfZ5hM=",8,68,"positive"
"s+4VaNtZAxQRhCeeF8HaxL8oD5A=",8,27,"negative"
"j7BSs/IZSGLLvD3JJnDjh3jdhJE=",8,41,"neutral"
"fz7SrUy1y5TpJNI12lw3pvTjunY=",8,56,"positive"
"wNRsTtc5eBkbvnnavhCHcnQ4y7o=",8,19,"neutral"
"uA2xLkCLgPXDR2tR79GLBlSfCpA=",8,26,""
"3KRlftkuLz2xLFSqRAY41FakLcY=",8,28,"negative"
"6UoO61CbGyOLszmCBNaFUaZBq/8=",8,32,"negative"
"V0utTXXXTEbfcYDz0FoOnywPDM8=",8,19,"positive"
"G18j8ISn5684PozmmtMPTTDQQDc=",8,47,"negative"
"2IoYQwgIEEudhGQClf++GxIHGHk=",8,36,"neutral"
"4YNI82sAo99bb1FA6h3W0E8WAO4=",8,29,"negative"
"/Dzf1JKKTKMjWL5es6LIAgFgX44=",8,34,"negative"
"pyzhyF0XyXCNTTxjEzbbOV4MIlY=",8,34,""
"XUyCgnc+LFSab8JeJ156j40CoIA=",8,24,"neutral"
"2qH0xZh9urQznHMfLljkXWal0hw=",8,79,"negative"
"f9wHAWESwp7Z5Jl4a2TF0graq9A=",8,31,"neutral"
"RmxWYAlMOQAblGUIE6N1jJ7eShY=",8,16,"negative"
"YkzjJyTTugjJrKL/FFJsGiNNuLo=",8,40,"negative"
"gAQIoa8OPwoCKWNJSj7AT80YKZE=",8,27,"negative"
"9INtlqKC/scKxFnaC3LY+8yIgGc=",8,20,"positive"
"9aDWCNAljvSJq1xPB8EyiN4Y1XA=",8,18,"negative"
"ej4oONAQTtXx5U0+uEI7oG0laZs=",8,48,"negative"
"u7W8pY73myBbOWtK4ndQaEdKzhc=",8,1,""
"23J/XYkULby0NsZUFZwOor4JBfo=",8,21,"positive"
"1vkWJBv+/5RUXPhBIrp0rOl3wCc=",8,7,"neutral"
"Q5TukYy8mFIwD2p0zSrWXUbAdRE=",8,6,""
"g7/pkjWBmt8QEBkR6G2FQjhBXbE=",8,32,"positive"
"eYZmaYmPszMFF9e87zi+493RXDw=",8,42,"neutral"
"YadXuYHLcdiAVvNSdMaGuSiyT+Q=",8,41,""
"wdD83u5kDk63f1ZlpDhntmb68f4=",8,21,"neutral"
"tDMRIU+eeQgM2OP4SMNY8G46SsE=",8,18,"positive"
"NI3B29Esl2zlgzS0ec+QmJiSnvQ=",8,27,"negative"
"V9oGESa3F0qx70JYjoy7gc+briQ=",8,2,""
"6G2G9w3eQ4G0wSrvx+V8nRgc8o0=",8,44,"neutral"
"gIkwh8JEjE+V1CuqRAg9oKiqUzk=",8,12,"positive"
"pHDxBurSrtUIzzTNvY5GnBg9e5Q=",8,22,"positive"
"EUYRU8kr1jt6xfBFkcBJzLyhGq0=",8,33,"positive"
"AD2u86gwX09g94ZGxz+5l0Y2HH8=",8,22,"negative"
"s4NmbSuOb3wQ/GnPmfz6z7hUV60=",8,18,"positive"
"flh7DF2mlyZ9ScPTMiJymutB2nQ=",8,21,"positive"
"2jTlMFyNMmCaXij7csJEiPz2DFE=",8,2,""
"apEinrop4OI0KhZWlfB1vzOkgxc=",8,24,"negative"
"f53g7VqqdqNDdTIg/IGNfX1ZGjc=",8,53,"positive"
"HCAoMN9Rrfzu4D3C3nPP/7B/jKk=",8,57,"negative"
"14kgl5Z6JaDQJAGy8EcqUkz5r54=",8,19,"neutral"
"eXYNx1E65NKbGbMQd2ilajJSHnI=",8,31,"positive"
"c6gwg76lC5i9LcDvAhmu524lLj4=",8,23,"positive"
"9F8hkG1HX4zRXvTZ1Q6pbm79mC8=",8,14,"neutral"
"NCgCQcJxs6SQ128tM4w9Vctx+DU=",8,20,"neutral"
"5czddql74lGB63UkATRvtT93QVc=",8,22,"positive"
"JkbBBj7yEGDpEONNt9t8mi6Ma5w=",8,33,"negative"
"3pFslZL8scBcnpqyhExJeDPgcmk=",8,99,""
"tJ2KuIKw0ZapHMUh69maJO+zYK0=",8,19,"positive"
"Fxuf/+EILPPBljMrkX0nxv/QG7k=",8,112,"negative"
"DpXsAXfNHqQbYvCQ8rhlEqRMv+E=",8,56,"negative"
"8vfFtCccrgFzPTxOAY0jHw/dljI=",8,17,"negative"
"dkRLyqfrTwMs947Sa9EmsV3PC7M=",8,23,"positive"
"BNjD5zrYMwdERrnR9GCTYpLdaYs=",8,61,"positive"
"+8NcS45JilpITEZ9RFJjQ+kqmyQ=",8,45,"positive"
"N9Wsq6UbpwiTm6xJew8C1/TLB0A=",8,20,"neutral"
"rOTmBvnzRcFy18JyicUDDb9sTAQ=",8,24,"negative"
"OSe6CcOUjAC/v+DBO1caGeDDJwE=",8,8,"neutral"
"yiXMI10Qct7zqMV0c3YpltvL6Bs=",8,15,"neutral"
"W0Lzxsfc7jKD5AKdxrQc/Fw/Fro=",8,29,"positive"
"244Gud9Rv8u7on1d/hn4cmagg5Q=",8,64,"neutral"
"ve6e27e2rFuOdoEs4CdBOtDPhDE=",8,10,"negative"
"nuI6LL8RS49SIvHugA5DxwQOVEE=",8,10,"neutral"
"uXOPwxJxBh0d5P9A1xA1/n7M/6Y=",8,19,"neutral"
"3YxsPx2JJnecKrIlJ6kI41ISBfA=",8,36,"neutral"
"OHM3YG7NVljYBlmBCJfDUFCwFh8=",8,27,"positive"
"mlhlJFwmCTy2QvvFFiKwT1/dOdA=",8,22,"negative"
"9MDmN13t/RKPqXZLJnJE1Czyxa4=",8,33,"positive"
"dihDhp9wG6cHyz39R0PtU0Dh9m4=",8,59,"positive"
"KEI+DFDqKA2OgAJrBOJr2Dd84lg=",8,23,"negative"
"vdw8TyglRFQYyA8rHhe/JJAcZsE=",8,25,"neutral"
"97d5+Pwcf/Ls2wIvh51BGYCEE+g=",8,23,"positive"
"st2WUgRkSTFFJTaEnwjGwt7enhM=",8,26,"negative"
"2hlX9NFVPFBCHPQtRV4LYrSjhgQ=",8,11,"positive"
"TMhz7HzdmhT13gpJaSrsGwSUS/o=",8,23,"positive"
"4OTeAeOz+/Kpr5cy5PKXZlW7X58=",8,19,"neutral"
"VsWRvE82n78pveNb/gwZIhnFz7s=",8,99,"negative"
"X2BXL4PVlKF8uJqRS/vf8FUrS+g=",8,40,"neutral"
"r62DWdab4Z/TpO+b5TAfElP0+ac=",8,22,"positive"
"Wqd02MPCfL57Lu9Da6db/PWAfVI=",8,27,"neutral"
"O6Y5pGDkK4ngBbI3tUNejVgrKsU=",8,28,"negative"
"oFm1QG0aIF05FPlytWN7dYxmh94=",8,27,"negative"
"GFRut1rzk0R0dcvUoTGC0RreqI8=",8,9,"positive"
"948izeFjO4witwRELGLu76HVwzQ=",8,27,"positive"
"LphtQwDEzQ+iKVV0c0EP0bQm4lA=",8,30,"positive"
"Jsdh/KinKKW5Bbl2ZP0Vv8jBgZw=",8,36,"neutral"
"yx25u5VcRqfVo7l0mJ3Z9yMABWY=",8,35,"positive"
"+vVGvolDJmw+GgBetmxqKGofTCA=",8,24,"positive"
"Nov6STDHV0w7iopChFOnNZzeDJs=",8,34,"positive"
"Yk3S8PvfQIwpa2szWvlCzt7RmPI=",8,36,"positive"
"ReKah8hGAQjDUbZcnEAE6dMOJHM=",8,20,"negative"
"yye/OCTFFeGGETK158k/dtIPXeg=",8,20,"positive"
"h7T+w5ZT88RCSZhPe+6UihzhLmM=",8,24,"neutral"
"laW1hePK2dt4CUOFTtRcVnGjuT4=",8,37,"negative"
"f5RAS+6pOLq1Tk+fZY9lnaM+FnQ=",8,57,"positive"
"mEC+esBHHErbicWhaGnOt0SgWIc=",8,23,"neutral"
"/bLKwjHTveNSlEFwqQcnGjGBzLg=",8,17,"neutral"
"wMij0xZY5N/AlNcody+pim0T9Ao=",8,23,"negative"
"tcvQclEwj8eyAvlLtZJmFHSVyO0=",8,11,"negative"
"ERFgFSc2wYTOFW5I+GevkJRanek=",8,17,"positive"
"dGIzz2nWWpQAOkuo0hqeMqetRIU=",8,26,"positive"
"ipHJI7eD7v0stn/ovr7g3VKKMNk=",8,37,"positive"
"WvkaxqhycXfvoOl0mWZ+0p/B4V8=",8,24,"neutral"
"POMI3TrP2yOAdNDL6sHKzrBRSnU=",8,61,"positive"
"eAElsf8+wCdHoZ1c8axcHYy34ig=",8,29,""
"Djnpa9O/3b6eJY+mC0bmn2xhkQg=",8,19,"negative"
"cM+mu+H9ZI9T88eiyCpqff0i3es=",8,107,"negative"
"WxhXA6Pyn4CmWYDtCswtvC6DGYc=",8,12,"negative"
"wnFT9UJ49MxwAKdrEmlffkbCiPc=",8,21,""
"Z9ArL19k0kypZgTXOg6l4is5TiY=",8,13,""
"XVZQpt5VMDfY+YLQ+esFavp1oEQ=",8,29,"positive"
"dNhNW/vyHmqIIgWSwROtwvKnuMk=",8,40,"negative"
"2puA7y1hiCNooDbozx5Za/WtcsM=",8,24,"neutral"
"IcCHTl8iIftycnWVVHx6TO+3Xpg=",8,8,"positive"
"YYpyYzfgsFZnQ8IkgDo+Ni2LjOE=",8,43,"negative"
"QtL8eId6ufTlp/vaJeLgBQ6C7GI=",8,38,"negative"
"JbWvjQUZBWZWv7uDzJeAbkahZXU=",8,35,"negative"
"9KLWF1YG38Guh5f/Swc9nvAyV3I=",8,24,""
"kN6SpclAuQKlxcUDO01TRa3dAxg=",8,23,"neutral"
"KVSaoNnNdAGzLEVrkO3Dc+E8cSU=",8,33,"neutral"
"V4lDGKcEJduy5sdvhoh4+Rg7COo=",8,68,"positive"
"dDhqD5Z43+WJhlsUYcHWk8aAw5M=",8,23,"positive"
"2aw37ym7zNLCO4pQypoUpVlzb7g=",8,1,""
"W8lGYTfAQvHdjleO2wqPWZl+KvY=",8,52,"positive"
"DCV0CijJCeSRd3imDvlSg2qB4Ys=",8,44,"neutral"
"6td+tPpV4Vef+QFRJvjkx+p8GTw=",8,31,""
"UFoiE36/qL8PDNDo04fEHH9AVEA=",8,19,"positive"
"75nmd1CuRUNpExeUUmJnnIBmshU=",8,27,"positive"
"6oFUhH/NmLLWdg1sKUBEkQBGvOo=",8,53,"positive"
"yonO79oWMebaH1xAY2jscKxcHuM=",8,2,""
"0XArNdAvirjy3Mco1xJLukjyAU0=",8,22,"positive"
"+GS40zq9FIhyoFNdTz6ikmPIiAk=",8,2,""
"wXyb/otQL5TvNN5zNjVlRtR2L+M=",8,24,"positive"
"k1+/Pb92SGN8nbOJHtckai2gSYw=",8,44,"neutral"
"XyAUpF5dBuPoOTIOjATue4AFD0o=",8,3,""
"fDVZLfTIw5iSHJfHpHcwzHQ0O08=",8,30,"positive"
"GeZphcCI/sGNU/I8xZEVxJUSM1I=",8,26,"negative"
"Xvj51IhyGtQ3n8o2fu5GVNXgRhc=",8,154,"positive"
"q1pw+EKKYoICnbzr9rmOHRoLo3U=",8,61,"positive"
"xLxjDfviX8K99C3k1knxBQwa6kM=",8,51,"negative"
"eSDPJYVcn+U1r0H8bdy8diVHVEc=",8,26,"negative"
"8v/GM+JPtAlKjiUFPR2uhi3y274=",8,38,""
"MKjYV6s9aQhFiIFYWbPiEwso+kg=",8,20,"positive"
"dKQiPRD1BpfyQtyDvahOUbsJoLA=",8,73,"negative"
"UlQXIonmOi94M1KI/Oj2f0D0fuA=",8,22,"positive"
"h6LK7l1uAQpYlIPF2acsvlRi1Dk=",8,20,"neutral"
"9J9ECdKc+twptFyAP5Rneb397kU=",8,22,"neutral"
"w8r99Vca6sPAhzp18Vi4m775NyY=",8,9,"negative"
"ZAlQG6Mr8BxG/9zbLPl7gleuRMU=",8,23,"neutral"
"fP19oE2u/P0cy+K12zZejmwdd4s=",8,30,"negative"
"qn/4J+m7p/+QjI+Duo7/9W/wXCY=",8,65,"positive"
"QnvLYHkY64k0Ep11bOP7VZqFlp0=",8,23,"neutral"
"OO/UX8G1RtB1wDMg65KC5PpbBvE=",8,66,"negative"
"85w2RfZUu622GO4EOv9W6fqrWTw=",8,31,"positive"
"SH/7INEYR6DM19aWvXyI4PIGN+s=",8,36,"neutral"
"iaBUaxkfYNvWkDaSbUymVrCI1Y0=",8,74,"negative"
"5LETQZMAuobyKrhraNCi1TPhS6E=",8,19,"positive"
"jo4sbhGEzGLnF9JBo+1KiGRCqNc=",8,29,"negative"
"MhMeiQzpX8BRE/B6bjilUEIsM2Q=",8,26,"positive"
"Wj34VYaAy9YETSWtlok/tlm2bv8=",8,31,"neutral"
"JVklPwAisRydF8/Ctcruo5ZFu5s=",8,182,"positive"
"zkPOlnLlWksJcNbZcoY0KrwshCI=",8,39,"negative"
"YIOwY+pEWv8yrLPjYSAnKYWS4JM=",8,88,"negative"
"TR8clrbQ5L6XPI00niXcrXwZCwg=",8,4,""
"o4Nee03HA0xWgbd2BFk88M1buJw=",8,23,"positive"
"8AxC+u7+Wi9RD/9UAeVB2yHeWKg=",8,12,"negative"
"1NBBFFdKIrZKwwApg31A37idEfs=",8,72,"positive"
