userid,mobilePlatform,tenureDay,waiBondSubscore
sx5IJ7mO21PKfZPh+e0y3xLamv0=,ios,4,4.25
uQuTRhA3eRT+J975tW/0z3MzLEI=,ios,5,4.0
MPe9DN0whOEHHOFQIWUnRoVY6Z8=,ios,4,5.0
kNv0L3agSOK9WgoWiD4elN4qPj8=,android,5,3.75
OJhePQ0nyJBSLh6vGuPURazjwSo=,ios,15,4.75
mlUZ+yseHHt5aG9qws6NkllAeHE=,android,5,3.0
TYit+BRQubvhRdbhlBBwOwMOdZY=,ios,5,3.25
XfxVNIx+y+WEPbQA+6jSEy5PgRo=,ios,4,3.25
t/BYMlAhmvF3LciT60F/bSfySrI=,ios,15,4.75
F/mkIokLy4WlZPnzLR1yczZXYbs=,android,14,4.75
o1AZs+N50aGI0AzFTl3MXkeepSM=,android,5,4.0
w+hXPTau1MfNZuvH8XhtQ1r0wKM=,ios,5,4.0
R87pm1lpHTk1rU93IjhI/oxOh8c=,android,4,3.0
2X4LiX3zNQENyhfFglYbAKIJmNI=,ios,5,3.5
4YVORn8N77ahdyvl52g7aAmsky8=,android,5,3.0
DNexjs04dal/KN5sX7NEIaU8urI=,ios,5,4.5
Z9ArL19k0kypZgTXOg6l4is5TiY=,ios,5,4.0
FoIx9sGPTk6NggurjvhBoXIak9s=,android,15,4.5
oGNL2lmQIbYRf+Ds+SFiQSDTLsQ=,ios,4,2.75
snBPHIioxDn88UvqLJ3EGNjC3jA=,android,5,4.0
NdSyC/eVJUasNpEEi6PaAsdAQ6w=,ios,4,4.25
M5xlUw84LmXh/tC+tDFMQ0YoVjs=,android,15,3.75
752PGHJ5g0d45Hhxfm4lI9T8dFI=,android,5,2.75
H1Eu0rV+ZWBVOwHO+GI+cRRU8jY=,ios,5,3.75
oI8i5B1Xmpivcz51j6Mo6Gr4xb4=,ios,4,3.0
OSLmywLOyGcGBMvOBXVDnSbgNF8=,android,5,3.25
YDVTPUseQ4mfCeVbcTqsYxE42hg=,ios,6,3.5
lyWPZi8lDGWsc3LCNaKwOkDqG3o=,ios,4,4.0
8SlOsqegdNVAnnqbvn8Kh2VVf54=,ios,5,4.75
NmSczrPVX67pb+2GfUfoyCx12sw=,ios,15,2.75
03lyVd7bH9KSBrUj+OMznToL9ms=,android,14,4.0
ty1Zk0fAQYhZgeDXGX4WEjjw5hc=,android,4,4.25
eRyX2mXDFSJCzDgltlJZMFiB8jM=,ios,16,3.0
8ybkbggQ23Bl5Zd7FO9hnzoXgdc=,ios,4,2.0
8EHHn6zrSOwYQiMPabXyXNfUWVk=,ios,5,4.5
0xVrQ7MUPGa5gMrnTh0f32m+PcE=,android,6,2.0
A73e8lbcjZi+GPQe9uxlnpS4ulY=,android,5,3.75
4JRrzVBkyLTIUh2pB5/EQKU+4OU=,ios,5,3.75
0CW1x7dOjhiWuE4ra2lQqmLlL8A=,android,5,4.0
Rf8dt4Q0R41os5/jwtqYD0Pb9gg=,android,4,4.0
hsWt3aQOPbGY7tszmZBt4+5uT7c=,ios,5,4.5
ok1xObkSaJnqWTrv3yAWJOgPKuU=,android,4,2.75
K4KjegWZCQ0fJCkzAx//tK5MC/g=,android,5,4.25
GImyfMNZjplHK3tAFlf7Bs3Fss0=,ios,14,3.0
Yj6eSBfx+9dPdyIh13jTEvmwS1c=,android,4,5.0
xZdJtxX0qeo4f+IaZ3+wQDFXfHU=,android,6,3.0
kdVOMrKzgE0HAw7jS/tZVy9gsW4=,android,14,4.0
XfblonAIkXzEozSy7uIFvtVwH1M=,android,5,3.0
z+2/f/JTnIE7aq0nEMPHWwGvHLw=,ios,4,3.0
QSzwjE8Ed5MwYJtWox6o6imlqtQ=,ios,4,3.75
sRj42vKo8tiKIQNB0OlhS+7Radw=,android,4,3.75
uJbqWQKhZf+gEv7pPu65KLshBN0=,android,4,2.75
iHet07YRB7rrwmNxvCjSjJUyX44=,ios,4,2.0
yj44Ksj5PjYjwv6V/r3p/GO+JOI=,ios,15,4.0
6w+1mL9wPwnHxd737FpFOfgAVVI=,ios,14,5.0
byL5xWreAQ8FH1WNCzFg4Eu09xQ=,ios,4,3.75
y1AYwe94w+l/baVQDogbbE8hZnE=,android,4,2.25
5qxIa1O4o8zDUDbqqzFCGkbM2zI=,android,6,3.25
Y7VWlbwgFwuOp95QtuhWX38CAPk=,ios,14,3.75
2lkRGpqScT3Wd6nj+m/VpTtaKpM=,android,5,4.75
T9TdlZJwx8VpX9GDZfFybhJKFpY=,ios,4,4.5
bzQM4qeUn9JCkUTbhoD/hpU+Mks=,ios,4,3.0
WclU5zrbgsVQiwMJwXBCcXgsBcA=,ios,4,3.75
6QQ+7TfQbpd1ISLG9nICEtO/MoU=,ios,4,4.75
2ay0EbS2RqLU4Q4b74wvTjNrcZU=,android,4,3.75
3YfMGNnh5DMioIIcgFbDvoCwU9M=,ios,15,5.0
iN1BBIUWMwSoT4bhEKZQ1K94J8g=,android,5,2.0
2jTlMFyNMmCaXij7csJEiPz2DFE=,android,5,3.75
Emd8zudt6wxlf811Aiw1LVe5qGQ=,android,6,4.0
wyOhyD6S+DEJts2eclLOkLclQzs=,android,5,3.25
CYDa0oF04dd+O/6NCiAC/z7CikI=,android,16,4.5
dYn/TUVENYj5oc//wjPnJ4aDRbI=,android,5,4.75
ye+hbuxakS5gHEbRoltBEYFPIgY=,ios,4,3.5
6smwI7UpjaagJ7+qGFmrXrdoQGo=,ios,5,4.5
fgD1R0fPO75njVEkXrX+B9kfmE4=,ios,5,4.0
K7sP6g3ilPcJt3rS3512p1TnY1w=,android,6,3.5
8sQEMkF9JVwFyh1OA4V7AlHrv38=,ios,4,4.75
TJmsK3gxXSEHt/wO5+w+4+Jz9p0=,ios,4,3.25
A4B9u0wIUEDgYgIONSxdAXjkXGg=,ios,5,3.5
fMZ08Ey2MMhT7pgdYkkI6vkx9yk=,ios,15,3.5
vhrEtLanKdg/rhWKezOUFjv7HE0=,ios,4,4.75
HOvutwcncf28wkZhPLiseDgIO/A=,ios,14,3.5
DBVKjWtA42LCQdtELlObqqYsZ9E=,android,14,4.25
AAbv5WzP3ET8qXya0ir7JA1+cr4=,ios,4,3.0
iu2sBrNRlbxrZlwMEao5cz8UwT0=,android,15,4.5
fg38NfcNkQyVtwHy2/6EDs2CfiM=,ios,5,5.0
J+/ze4hP1j6CXN8P0oNu7j5uWs0=,ios,14,3.75
z/0zal0egCmhHKWFtqc37fywNIw=,android,4,3.75
f4jtWRb3vCviForJ6uPxUTBJsW4=,android,4,2.5
SqMuSj+We376kEeRpKi4KgF9Y0c=,android,5,4.25
XmhZEwcPEFcNRLu1lOvNtsFQR70=,android,4,3.5
gp14S/uWBB3Pbx06XeKKLj249yU=,android,6,4.75
5mN/ivd3agf+jhkZErNiRfhQBxM=,ios,4,2.5
dhnfhil4D6bMZ/pz6jmNAENjibY=,android,5,4.0
/HUj44HKZ9wOuANo+KsIbgkgNzA=,ios,4,4.5
FOZ8Q/+jyQO03bE8S1UTnDyl4aQ=,ios,4,4.0
4tmPi77TaQxtItjFqufP57WfdrU=,ios,15,5.0
luZUT2D80347AO/S9QpxsNFY/X0=,ios,15,5.0
EDd5EZ+n8xlUFK6FBivHC65u0yY=,android,4,4.0
YzDunCzxzLMuS58J/59aK2//MVg=,android,14,3.5
8lRqvdkdfSgYlpjtg0V0+FCie1A=,ios,4,4.5
kpAIuK3EpjordU3RwLwmXmOGhNY=,ios,4,3.5
ZawyTcS8N59i4Q1WemwAdsk+lEI=,android,4,4.5
rVne3vsTIUQgXzqcPiYHwr8/ezE=,ios,5,5.0
D5HBIrf3jXPIfi9a3/8PSxF2ADs=,android,4,4.0
FoWwheXnzX8ndNLff1lpcupaBm4=,ios,4,4.0
T4jHcA/T+oeuLRF1FvIF6dc6HeY=,ios,5,3.5
8+XwdsEl5FTeTEFlBXtUN1sq1fE=,ios,4,5.0
unjZIR4sAhL+xdqIJDAyUVtEUiU=,ios,5,3.25
QBpEA/8JZ1hguU1LmqGwIqBXlRs=,android,5,3.5
50gyL5skP1wmJ+TJMbYlq/ERlSk=,ios,4,5.0
ZRIW2rv/Ve/tA1OoEo9IuPE/HX8=,ios,4,4.0
a6f4VWuFf8ts9+PEQSrCcbA1mxw=,ios,4,3.75
QqRMgDWDvn6tQmpS5aiTnoWCqGw=,ios,5,3.25
zm66fq0X/QJDbP/teONPk0ygsDE=,android,4,3.0
0V/9oFU32HXBh4f4AW+qfNdVt38=,android,5,3.5
OeDn+AXnfr12+XPEBVb2VTqP7KU=,ios,14,4.5
CoYBLxeIric33513KQoIQJTn1kQ=,ios,5,4.0
9lJzZ5rlYndH8Mu0h7MWWP5hte4=,ios,4,4.75
RBzIGPM5RvfKnklysMpCjoR7Zfc=,ios,16,3.25
brUZyGcq5zv2ndmKbVUyYJpOaF4=,android,4,3.5
u2Pqi4lqaDK7l9slpZalmVzbi54=,ios,5,3.0
eecQIeKKqVKJ6v1lXWEEIjVIsrE=,ios,4,4.25
sFmUsaoBIP0WX8o6yqx7NCmK+k8=,android,15,4.5
WHO2vIiqN+/Gk88fklcbDQDhDeY=,android,6,4.75
yoCMJ3fIf6Ajf0jBJH2zFvWgWwY=,ios,4,3.0
cIgwV2ND8eerJjqeeOznbz4ZKP4=,ios,6,5.0
SohCRYqI6UZXKECjHjFMnZDw8UM=,ios,4,4.0
e56WgtraMyJO7EOLV0id7uCAZ6Y=,ios,5,3.75
Sezxc8oyWG0b6foIKG9A7zrbTO0=,ios,4,4.5
msWNNpuYkuylJHkoJzb+sHGL7+E=,ios,4,5.0
kaVzpYToZv7QRs6FFVzJnfH3CUI=,ios,4,4.75
t9zC6A+s/pCDwBuAV5FfKzg8tzQ=,ios,4,4.25
JJvrwKnGI9IzLt/9yCOZXbXbhQ4=,ios,4,5.0
Gp+RUR1NBGYFKwN4ZyqXR3kub+0=,ios,4,3.5
jJpZ8uGXjfzWjuV3NZ1MRMFyUI4=,android,5,5.0
o3Tna9yK7Zbb++pt6cEq7/DyTVY=,ios,5,4.5
k7ZgljsbXhOnQuiqIplMyDXdpJg=,android,5,3.75
IgFTvj6ieEvG3edezsRNI6aH+vA=,android,4,5.0
GXXAIhm46/k9ThJDBLVbbxZqTjA=,android,4,3.75
QQHS79v4wjZHVwIjU51nDZDPKRs=,ios,16,3.5
KYgqLxv2WiMlWPixdNWRpT9Fohw=,ios,4,3.75
OeSpPuu0x/S518MSkX4KPTP+MZI=,ios,4,4.75
2spDLyZAvZ/MKA5w8dGKRA/lmkg=,ios,4,4.0
KU3F3dbpmHtNnNvPLG4dPQWwhxo=,ios,5,2.75
9J9ECdKc+twptFyAP5Rneb397kU=,ios,5,4.25
m6lFFhDr/cPynb0G+CPOcFoKcrY=,ios,4,3.25
eBYhpS+Z1L0C6eI+H+Q66sBtTfg=,ios,5,3.75
ngwLBwyj7m1Nu7bo/qHOVgHxkT4=,ios,5,2.5
J5Q4vs6DcoadmMoy7eZ/aqIKlCY=,ios,5,3.75
EuiiH6MXc60mLdSf4JirpNu6spU=,android,16,3.25
pxDJ93dfQ6PyjGe28ZAZnGUAZ7Q=,android,4,4.5
30dSB4FE03+A1CEUaXDzayPqaBg=,android,4,4.5
vmhv6aaGBsOsia9h9K9Vv7i+JlQ=,ios,4,4.0
mkuNXRVypqc0k72GiOmnlPNHmR4=,ios,14,3.5
/YpVokElky7yIdqZ+Sro7KGi6V4=,ios,4,4.25
jJ2kVkZLbD7JAubn5mEln5znoEw=,ios,5,3.0
KjEWAPjmaXVg+jwgrm2R4hbmxd4=,ios,6,4.25
YzOjjV8alTC49bZRj2Hv3a5MZn8=,ios,15,3.5
MiUk8AvHTBEYEAIwqV4nX1Aw/Wk=,ios,15,3.0
ZWqljs3gSvUH/mGAMG2dVC4dAL0=,ios,5,4.0
bpfrqB21YCu7toUW+ruG452tLdA=,ios,6,2.5
vGYvfcrMGVget9FBpEBlIPtugNE=,android,4,4.75
VjWnoYQi+tp2XmTtgE9JZqdxqIQ=,android,4,4.25
h/3joOIQQ0iagDuoeZvKF/qGk9Y=,ios,4,4.0
ekwZVtk1CCXnQHMB4px4a57Hdks=,ios,5,3.75
vpRXSQUJLAV+We6pRVw8PAlVQVA=,ios,5,4.0
fuL5YnY0+xCeafMZAjr24mgdwxM=,ios,14,2.75
C1pxy+JUG/XJcmRk5rNcJsrH/zo=,ios,14,4.0
1bRgwy+5L1+xO2L98tbmrpntTYQ=,android,4,3.5
mkUKFW+V2jd6DZDsot8nI4ggeNI=,android,4,3.5
4nkcKFbf+BZ1qH4T9l2m2bFMfXE=,android,4,5.0
CNSBAx9olJVPwo5cIM/xz6P8pTY=,ios,5,5.0
DZkoHUZKCBh414USBPpCXxuCAJA=,ios,4,4.25
mTzvujm7TMl4H1rG++AcFTnatww=,ios,15,4.25
43AQOUgMg5lQ7S30d4aqfq2pATk=,ios,4,4.0
8L65jzqPhea1SeF5BoQ7RAeLvpY=,android,6,4.75
rlRNx+DRhseP60UUSNmz1GjD684=,ios,6,5.0
Irb6pxmJZndfkq8KuBMS9LfMhM4=,ios,4,3.5
5mWLgpsyLWzjYLMYwTw3uICe1Y4=,ios,4,4.0
AaaSNQs98HXqXex3erRja8+Qpe4=,ios,15,4.0
bWD2CREHmg05wettCbQa9AOL0TI=,android,5,3.75
2puA7y1hiCNooDbozx5Za/WtcsM=,ios,5,3.25
KBv/PK/R73ePMz9U9JbdbgBcrx8=,ios,5,4.0
74nqP+CMDAg+1KcX7l0LKcrFYs0=,ios,5,4.75
xBgqc12APCqLNGQwJJbEdiLIr3M=,ios,4,4.5
s4DDEFjlBsdtwtF9Ue3E+7IfRLQ=,android,4,2.5
9S3i/eOcAuPTu9Kmh0ZXe5rkOck=,ios,4,3.25
zHcbTEeW+rrg6Xb5EoLBJkSeKYo=,android,5,3.75
CTR3H2ktH93uzIf+0cKl3kUOMpg=,android,4,2.75
H7KZLh/Av1ILBDZZrn56BT0sUvc=,ios,4,3.5
Y9KQ36Q69jsoe8LszojwBtWhn3s=,android,14,5.0
yQ3KOt87PmckClWsyYPvgszCA0k=,ios,4,3.5
/8dU3/QSpiYFjf50qcu4SC+MAGc=,ios,4,2.75
u1oqcpvAcfFsz3AYJrjvh9JupWM=,ios,6,3.0
OTnSDOAFijxpI3DVo9b5NL5g+vc=,ios,14,4.0
RHaq8KF2M86xep4VugPvYWMcXBM=,android,4,3.5
THw081iyDxUe1x1G8rMr+f2cZ8I=,ios,5,4.75
VxtR8AqM1kzjMKUMQDrRfGIKisA=,ios,4,4.5
ISMdTwF2CE0cCPqHp5/fxdaja3s=,ios,5,3.0
r4nZX0NEnO4buJTX9lh108qP7ro=,ios,4,2.5
hfyfiFMio/OUC3FzIbkTMcqVBOE=,ios,4,3.75
/fNS44+F8EOpEuLI+6KlUc8QTaU=,android,5,3.25
KlNYCqOXLJoKnJaoWx4SLSuf5M0=,android,5,4.5
n6tlOrY1/2od9Z9e6IDV+1bKDTs=,ios,5,4.0
8Ss8nca0MNxL6l3i+Kb5PiU3HS0=,ios,4,3.25
DZCJQBv64R6XxsXA2+uked+cyvE=,ios,4,5.0
rqN8K763DhqN1+NQHptT2iijsPs=,ios,6,3.5
BH3T1oRpNWbUzFlSNC7Tv89MsUM=,ios,4,4.0
u7W8pY73myBbOWtK4ndQaEdKzhc=,ios,4,3.25
XFh7/QWkChxYxKejQsDnNiDJxvI=,ios,6,3.0
8937BhhZbtFZkYlZbt05x9pSAfo=,android,4,4.5
JeH6gsAEhiZjvde6QZRziJR4lzM=,android,4,4.0
1R/HCuuO2AYNleiUIQoNV9gf0JQ=,ios,5,4.5
fQzyucEtk1YWvuNjv4K6Y+dsBCo=,ios,6,3.75
xF6XI5Q/hCoFtrRSVuADGUMGAqE=,android,15,3.0
DWq3hBXiKem00S8opoeTVybwdIc=,android,4,4.5
/mtgqx71/HA79SddoV1Q5laTf0o=,android,5,4.75
ZPc8eNqy2Hf8GDvxkZObHqT8bec=,ios,5,2.0
Lj0WbxDNX2QudReRbqUp2vc7C+c=,android,4,3.75
kvFPKr7DJy3tYxRpaIwWKwAdYzA=,ios,15,4.25
wNRsTtc5eBkbvnnavhCHcnQ4y7o=,ios,5,2.25
C3grzLsT+IFzkw2X+vJRgfCIxSk=,android,4,3.75
O+1tlPrk5EVEBf3m5kjo23VzRHM=,ios,5,3.75
4t1d2Z2JUS7HXyKW3W6vsjgu314=,ios,5,3.0
6Jheyw7JWRlc+26ryJgNdYOsqlU=,ios,14,3.75
Hb2byREGYCOAmpw7InR6J8aMsrA=,android,5,4.25
LHezhfiscKPWxoYtE/OvP6n8pkk=,ios,4,4.0
oI/Jksp2VwGmR/no6Wz8y/xJ7F4=,ios,14,5.0
MzIR7y6iYho2jYxuk8AEz5RgEfU=,android,5,3.0
0KfX91l4wUaVQfruHgIJ7mU76gA=,ios,5,4.25
GFRut1rzk0R0dcvUoTGC0RreqI8=,ios,14,4.0
v2ZfsCopJOQgiE/il4slY5YjFFM=,ios,15,3.5
bRWzjVUmaG7onnFQDrZazoSv1nE=,android,4,3.75
Csqt3ulc/SfLdABYlox4b7YT5Bw=,ios,4,3.5
D1N8hkwU3yUdgxA47Ajq0P0y51o=,ios,4,4.5
hzaLVz9uwHHmiG43GDV6HbMO1aU=,ios,14,3.5
CqfmIpq9MGUeojDlcXxNBe3jX2U=,android,4,2.75
aSi+NbOaNQXF0a6qqknr16d0hJM=,ios,4,4.75
rTE/ALw//ZvJVQ8SlpzwQSr0zI0=,ios,5,3.5
5fzkJ7wSIP32nEKXFKtj7AGqfvA=,android,4,5.0
lJx7N9fmbfK2Q5YgC89L1FKVKQI=,android,5,2.25
yQOr+ConOR3JUze9+aFdr429iu0=,ios,16,4.5
jn2cl3OIj/GInziLVp+knAqM+UY=,ios,15,2.75
QSzwjE8Ed5MwYJtWox6o6imlqtQ=,ios,14,3.75
4Gpc3C3Wfoh44hVwRWxpxmyzrfY=,ios,15,4.25
mZP1in3cXdgw8OfIdc6zFmiL6w8=,ios,4,4.25
JcbrbSLA6a94UE79ISyCRvVKuhw=,android,5,4.75
npCHBQ7XYBRaIZWrEsNbBMMPKWA=,android,5,4.5
Fyt+0uK0vxnDcHSp+6WYQo/ymuw=,android,4,2.75
qn/4J+m7p/+QjI+Duo7/9W/wXCY=,android,5,3.25
5WWBlm37jaqckMxm5F6Uy2/kYKI=,android,5,2.25
EsVUbO5LsRV4UnBW7YNcCvnyaAc=,android,5,2.0
F2yGnbYIMVS+EyM0hsS4EiynKow=,ios,5,2.5
Jg0IyYx2mwX5P4IEPLhYjBIxjuA=,ios,4,3.0
gE03qC1/SO36S94fxzkH3ms8RcA=,android,5,3.25
WzGXH7/X3aA9UvinGC/aeYL+WZI=,android,5,2.75
QYG9US9LSHS4E5dtj6Uvf12dAMA=,android,5,3.25
+Cik3NG47a1wC+ErdU93JaeBbrY=,ios,14,5.0
mFiC26DOQ9ZKbuTR1U8k7xYLLCo=,ios,4,4.25
Pw2b9Lb/Hw0C5aMF+IFHLpiUNe8=,ios,4,4.0
V4lDGKcEJduy5sdvhoh4+Rg7COo=,android,4,3.75
DgpBjpp+SpI8SZefzjXmsTAzHVU=,ios,5,4.75
VzG2bMa+ngnPN4E9wOYqpZ1Iq+c=,ios,6,4.0
E744NUdRD/UaJTwLCAoYJTFbZE4=,ios,5,4.5
zYSc1JUeCz+8mIP3BVZRiKEir24=,android,4,3.0
lfviEHiBZVX4RpUfNeEVCxLPU3w=,android,5,4.25
LzEwWKVnXWurB/3dnPKZaQZpLPM=,ios,4,3.0
jjMDcC9mdLdMvac+phu+W7StClk=,ios,4,2.5
NgRIMYXBQ4mAaAn1P4eNpk1DJAY=,ios,4,5.0
pGOPGozNAOpPQR6SkUq4ptg9qAU=,android,15,3.25
wxqVmT5erlnXeChMttdVZCNP4TM=,android,5,4.75
YT6EBDupP+H7ZQZiT0uqsRDvQ/Y=,android,16,3.75
5XIcTK1Ek0d1xY5HwLRJCkhCkKs=,ios,5,4.5
rJh/0FPt/pLmPYsy5XNOtPrbX08=,android,14,4.25
SNx3oSU46fn9PJn0CS7dhnwUgt0=,ios,4,4.5
cYGyJksUeLkH4sMkxIaAA43fuAE=,ios,6,2.75
2zsnXcL1GKLyd5Jdn+GyP83TUo0=,android,5,4.5
tu15kEz1bAZUw4LlG8YtLLaTi2M=,ios,4,4.75
9eyPgvY9qTYYqwZKJVHSboXMIqk=,android,15,2.75
OMYTsES5OVorD+6Fyx8pfmxbRF0=,ios,5,5.0
Y5Qs7l8Isa49rhgl8nRUZvqoE6M=,ios,14,3.75
7r+3/eSaKM7Pupe7rPDZdeAt2QQ=,ios,5,4.0
RGoRjpNXlsP/QfrGW+lqP+DTiwQ=,ios,5,4.5
vS8hHBjpUnkOfDG7fyisaC5cBV8=,ios,6,5.0
CVH5sdvrCCp+9kkd0j/EofrtUmM=,ios,5,4.25
4V2RBh6NwD4MqLx89Tu18QFEzck=,android,5,3.5
Kj8vG98Jyf52v3HGbdw5CjHUaoQ=,android,4,3.75
d/hKyRvzT4cIvzX64XSb1oJ9YOM=,ios,6,2.75
6vbOZ0cr64FbHUN9Jm/tdrzWA4I=,ios,4,4.5
xzm9+t+V6q1UoIvSyvK1431h/AQ=,ios,6,4.25
PKGbEvaQ/wUF4yJZhyvBAaBHAFQ=,ios,4,3.75
1xR/Yte87pD5+cmWiUQJGLgqjfk=,ios,5,5.0
GBczT5rUZPQRwt78iPdXNc5qcJY=,android,5,3.0
W645mBTsHoXaXdd94dTOpvwchfw=,ios,4,4.0
eBYhpS+Z1L0C6eI+H+Q66sBtTfg=,ios,15,4.25
1uJLFlJyZmFEQU2gVXjJQvax+D0=,ios,5,4.25
EBCeGliSgPhiSkPr/2Aqw7gGlbQ=,android,4,4.0
wslIeE6OCFlCC5Uf2Dug98fK+Ow=,ios,4,3.75
CvzUfWPSsCWUHtTcA6GyKEv0uWA=,ios,4,4.75
fq+T4tcwAxIW/xzNBRfzk48yCIM=,ios,4,4.25
1pPGsxa6Z21bTAIdNS73cAO+spE=,android,5,3.75
C+rYeJNl6Jw3DXJySTz0m4ZEdJU=,android,16,4.25
mkuNXRVypqc0k72GiOmnlPNHmR4=,ios,4,4.0
0HZkzeHAfNUjJDeSQMSm4nCr9oc=,ios,6,4.75
c5TDR6gT2XSeKVJIy50HmVI8ZA8=,android,5,4.0
CK3S2u7+ElkPtHfVbos8nDVCA30=,android,16,3.25
3QDPYhvh6mLUD9nFhTazML6Qnt0=,android,5,4.75
MiUk8AvHTBEYEAIwqV4nX1Aw/Wk=,ios,4,3.75
D5KORItmalB7lazXObjyhkciYWQ=,ios,5,5.0
Z8WoQySnVwdUZOtGOspKO0qpKhc=,ios,5,3.75
G97rsqJt8Fqn1cDO95knfF2l0UA=,android,5,3.75
SBu79bigqouPxTWesbjH+ZAnP/E=,ios,5,4.5
cAqwXP0lywvVDIcouKBtQL40Jws=,android,5,4.25
iz6oPty3IoTLuNqP/E5wif5gMzk=,android,4,5.0
yJ9m5BQCrgnTkqXe+z825MSh3HQ=,ios,4,3.75
12caUMojSDAuDrt0hiH5/gmLyGk=,ios,4,4.5
U7GjW75OW9gg7xyZ+tHhW6JIudg=,ios,5,3.25
RpDay6251DB+P2W27aCQ3nA8pYA=,ios,5,4.25
iu2sBrNRlbxrZlwMEao5cz8UwT0=,android,5,3.75
vU4Q2HOOmJk3nGwo8zdLsLCkAkE=,android,5,4.5
FnBiiJOSPx7Wx7iMRzZqnzrmE5A=,ios,5,3.0
Ou9Jmtp8tt389CeQ/CC10PKkfl8=,android,5,4.75
lbRZH5mfPknLr7CzyORRCqolH7w=,ios,6,4.75
ai9hMDVSL4KsJW99GLmV8AKH6q8=,android,5,3.0
pslep5XrVzF/3Vhmug8YzNs60bI=,ios,4,2.0
QiB1l0yW07A4+9VqH8Ne90Rs9j4=,android,5,3.0
tNHO5XMks19booj6Vf+6l70jGY4=,ios,4,4.0
IO7k7gpGq+H8hzlDal1hjU+HwHI=,ios,15,4.25
O994vSgt18SE5on8xpyC2Ej8SBc=,ios,4,4.0
KjYwg2wFi49DwLMgkVo7Ehix4d8=,ios,14,4.0
JkAbC+WHyGLxmtYuDpQUERUruzM=,ios,5,4.5
3BEH7uelYLuyfeGJGSFL9MkJ6NU=,android,5,4.75
2udlZFsJI6mf95bTh4rYneepBDs=,ios,4,4.25
StO+FAORu5PEhu27Ybq5eNmndMI=,android,4,4.5
qfeCVwY3QVyXNHgwJxSYUPbCdyM=,ios,5,4.0
nC9R98z8h6WU70n0myqV6qGr4gk=,ios,5,3.5
Ze4CdLCRPSw/2KaY17C2WN2pTs0=,ios,4,3.75
/1VAPdVmJhlK9lPfqlBxRuKMk/Q=,ios,4,4.25
UyEwXyfmjwgOJJeD3DV8fZtdhFY=,android,5,4.0
fz7SrUy1y5TpJNI12lw3pvTjunY=,android,4,4.0
qR/AIBgxcXT6L99SjVCoFnYcM+Q=,android,5,2.75
nI1/6mvZBsHhUVV1CP7zG+qmwfA=,android,4,4.0
R4bQ1IhhL2mqT8R+ZvPRWswgEsM=,ios,14,2.5
FeGs8P7jo/pjgMuM/ZxkppL3/+c=,ios,5,2.5
6nO/an2GbB8cg/dDVm0qzc5kfag=,ios,4,3.5
VsWRvE82n78pveNb/gwZIhnFz7s=,ios,4,3.75
Q+yyZbF2V1sMBWFC+C+Xa59WvV4=,ios,4,2.75
QegX6rm2HC64pK03EoDPYaIjxDY=,ios,16,5.0
25lA3ZdV/DloUPyfirWvHTOqr5c=,ios,4,5.0
sqVQ0PI/o5BzpQQSjvy0xE6v/mc=,ios,5,4.0
N9xpvC8yzqp6KUVahanSO6iXnjc=,ios,4,3.5
beT8KkjpT31pI7xIseFrFTGABkU=,android,6,3.5
EKnLyyc6IDPdm4RHk3pwsnLb+H8=,ios,16,5.0
QGdoXq2wDovKxo/U30Tw1PuwBFI=,android,5,3.25
WAhFBcmEo38Bsa+yjQMiSe1TEsc=,ios,4,5.0
vrAcnD2Dng/HfTIJMt+9AI61wYg=,ios,5,4.25
XTRol+aA7cZuzk98eubfhIt4zxU=,ios,5,3.5
ZdIxpO/YIIJ2Ob7VadMzoI6mjFg=,ios,4,4.0
X2BXL4PVlKF8uJqRS/vf8FUrS+g=,android,15,4.0
rVMqCQhoil/JmfRa+OJpMKtM1Jc=,ios,4,5.0
9ufwPWiLgbhVaogU7kC8dRaiVfg=,ios,4,4.0
vZcmivvDlo0D3ofX68VcFyi9tQ0=,android,4,3.5
3KRlftkuLz2xLFSqRAY41FakLcY=,android,4,3.5
AJje0wZvflVg87/f8PWrDcC8whk=,ios,6,2.75
Gy/H0VOS08+FcmWDx15/faZW1KM=,ios,16,3.0
/WoKTF0LlbF0avGPnXByp1nytR4=,android,14,4.25
y3LD9IHlY4JkhuLDCajv/ctHMeI=,ios,15,2.5
9eyPgvY9qTYYqwZKJVHSboXMIqk=,android,4,3.5
t9zC6A+s/pCDwBuAV5FfKzg8tzQ=,ios,15,4.5
1Fk1VKmsCRsRHBVjTWXt21CRYkc=,android,6,3.0
6ZxpUFcjynPUQzN7/n+aznIw5Ts=,android,5,2.75
/HUj44HKZ9wOuANo+KsIbgkgNzA=,ios,14,4.25
g8L7ELNer9aQZMMgIaVG1fxhwVs=,ios,4,3.0
MOUbnMjb4A4kbmBbxsFvoR/zJJQ=,ios,4,4.5
dLJvYser7PiBxOvv3tX1aQnANNU=,android,14,3.5
87qUjn5y6nbXH/Ed2hQ+Yk2C30Q=,android,5,2.75
j3pHanwBKKKeORgtPV/oSa31srk=,ios,5,3.75
Q0hnchYoxd2XxC9dIMCBwA1oEE4=,ios,16,2.0
TqmXuEM9CGFIZKwJS9cLlamVhe0=,ios,5,5.0
PH1aS1dJCTmQJdxZnBccZ2z9K/Y=,android,15,4.75
